"","Fire_ID","Fire_Year","Fire_Start","BurnDay","Snow_Acc","SnowAccDay","SnowMeltDay","Snow_Melt","SnowCoverDays","ymdPS","peakSnow","sweMean","sweMedian","doPS","tdps","tssm","avg_cmi","avg_vpd","avgBio","cc","age"
"371","SLK157_2017_2082",2017,2017-08-14,225,2016-09-14,257,127,2017-05-08,235,2017-04-29,128.8468718,46.51332305,40.81999969,118,9,98,-0.72,6.25,49.7012519836426,42.0056648254395,88.6044845581055
"372","SLK44_2017_2083",2017,2017-07-30,210,2016-10-12,285,119,2017-04-30,199,2017-04-29,198.4312892,73.49511348,95.43000031,118,1,91,1.98,5.7125,105.203514099121,76.8231353759766,108.701881408691
"373","NIP73_2017_2084",2017,2017-07-30,210,2016-10-21,294,127,2017-05-08,198,2017-04-28,235.9361331,94.80139413,110.8199997,117,10,83,2.33,6.41333333333333,71.1212005615234,65.4425201416016,90.3462600708008
"374","THU59_2017_2085",2017,2017-09-14,256,2016-10-09,282,124,2017-05-05,207,2017-04-29,290.7726666,119.3804078,137.625,118,6,132,0.63,6.858,50.1257057189941,40.6946334838867,82.5515594482422
"375","SLK64_2017_2086",2017,2017-08-05,216,2016-10-04,277,119,2017-04-30,207,2017-03-25,142.3403419,47.67960903,42.05999756,83,36,97,-0.14,5.872,107.309234619141,79.7303009033203,107.864524841309
"376","THU61_2017_2087",2017,2017-09-12,254,2016-09-27,270,126,2017-05-07,221,2017-04-29,282.4645967,115.2458255,130.8500061,118,8,128,0.66,6.852,72.0638961791992,51.4042854309082,105.969039916992
"377","RED87_2017_2088",2017,2017-08-13,224,2016-09-14,257,119,2017-04-30,227,2017-03-25,88.39369503,18.19461247,2.24666667,83,36,105,-0.35,5.692,46.1728363037109,42.5480766296387,67.3852386474609
"378","NIP9_2017_2090",2017,2017-07-07,187,2016-10-12,285,127,2017-05-08,207,2017-04-30,241.5500588,99.33444209,116.7971208,119,8,60,2.95,6.23666666666667,65.5896911621094,54.8931999206543,93.6707382202148
"379","NIP39_2017_2091",2017,2017-08-05,216,2016-09-11,254,127,2017-05-08,238,2017-04-30,198.4443528,78.96186052,91.45999908,119,8,89,1.76,6.4275,87.0794677734375,74.3781127929688,90.8870697021484
"380","RED69_2017_2092",2017,2017-08-26,237,2016-10-09,282,118,2017-04-29,201,2017-03-22,72.6072611,12.99633685,0.023942858,80,38,119,-0.6,5.984,55.0136184692383,55.1978225708008,84.1952285766602
"381","THU31_2017_2093",2017,2017-08-03,214,2016-09-10,253,143,2017-05-24,255,2017-04-29,265.2865704,107.0183781,122.9979172,118,25,71,-0.21,7.2425,65.8122482299805,48.2581939697266,91.9032363891602
"382","SLK103_2017_2095",2017,2017-08-12,223,2016-09-14,257,127,2017-05-08,235,2017-04-28,115.8106791,42.51351919,24.93000031,117,10,96,-0.68,6.485,75.9826965332031,62.1974029541016,100.257080078125
"383","SLK63_2017_2096",2017,2017-08-04,215,2016-09-08,251,119,2017-04-30,233,2017-04-29,149.6004677,56.42876328,55.81999969,118,1,96,0.33,5.828,82.7804260253906,73.3847427368164,90.731071472168
"384","NIP98_2017_2097",2017,2017-08-12,223,2016-10-13,286,127,2017-05-08,206,2017-04-30,168.0593259,65.60811565,69.70869336,119,8,96,2.01,6.07,62.9309234619141,49.3335151672363,94.4820022583008
"385","RED56_2017_2098",2017,2017-07-30,210,2016-09-19,262,119,2017-04-30,222,2017-03-22,64.16777885,10.51889831,0,80,39,91,0.22,5.5475,69.4111709594727,57.4917678833008,93.6430892944336
"386","SLK7_2017_2099",2017,2017-07-12,192,2016-11-05,309,119,2017-04-30,175,2017-03-25,102.1427057,22.31657536,3.908333302,83,36,73,0.54,5.4375,64.6695938110352,60.1623649597168,78.7554931640625
"387","SLK162_2017_2100",2017,2017-08-16,227,2016-10-13,286,119,2017-04-30,198,2017-04-29,146.918672,54.683117,53.43499756,118,1,108,0.37,5.822,95.7876739501953,74.7736663818359,104.62264251709
"388","SLK68_2017_2101",2017,2017-08-13,224,2016-10-14,287,119,2017-04-30,197,2017-04-29,158.8146247,61.26160899,75.54000092,118,1,105,1.27,5.604,83.6614074707031,67.6631774902344,101.153587341309
"389","RED103_2017_2102",2017,2017-08-15,226,2016-10-13,286,119,2017-04-30,198,2017-03-22,72.77991352,13.10541437,0.027942857,80,39,107,-0.55,5.996,75.8263320922852,59.0659370422363,102.715667724609
"390","NIP65_2017_2103",2017,2017-08-12,223,2016-10-13,286,127,2017-05-08,206,2017-04-30,166.5292513,64.72652089,69.64500427,119,8,96,1.98,6.1125,54.8135871887207,42.3525924682617,92.9452056884766
"391","NIP11_2017_2104",2017,2017-07-06,186,2016-11-12,316,126,2017-05-07,175,2017-04-30,179.8935238,70.00011482,74.79000092,119,7,60,3.16,6.06666666666667,41.0505523681641,38.3860855102539,84.827262878418
"392","SLK38_2017_2105",2017,2017-08-12,223,2016-09-09,252,127,2017-05-08,240,2017-04-29,242.670072,97.09794021,116.9149933,118,9,96,1.06,6.81,92.4804763793945,68.571403503418,99.7964553833008
"393","SLK33_2017_2106",2017,2017-07-28,208,2016-09-11,254,127,2017-05-08,238,2017-04-29,198.7255864,74.09347575,94.6866684,118,9,81,1.23,6.52333333333333,73.0379409790039,62.818717956543,93.8545684814453
"394","SLK17_2017_2107",2017,2017-07-29,209,2016-10-09,282,119,2017-04-30,202,2017-04-29,159.2229121,57.51347418,56.86942621,118,1,90,1.42,5.53,76.5011901855469,60.2521629333496,96.1613159179688
"395","SLK52_2017_2110",2017,2017-08-13,224,2016-10-17,290,119,2017-04-30,194,2017-04-29,221.1992674,86.63287822,105.1600037,118,1,105,1.94,5.928,77.7324447631836,62.3905372619629,99.4455032348633
"396","NIP38_2017_2111",2017,2017-07-30,210,2016-10-13,286,127,2017-05-08,206,2017-04-30,195.5388837,78.19926079,89.93000031,119,8,83,3.37,5.97333333333333,92.8930053710938,69.3342208862305,103.759284973145
"397","NIP105_2017_2112",2017,2017-08-12,223,2016-09-15,258,132,2017-05-13,239,2017-05-09,144.7624588,48.81844067,42.65777969,128,4,91,0.55,5.6275,32.5881729125977,28.4235076904297,65.4887390136719
"398","RED54_2017_2113",2017,2017-08-13,224,2016-11-22,326,114,2017-04-25,153,2017-03-18,65.54936177,20.13255743,1.95875001,76,38,110,-1.79,6.394,27.8693828582764,22.9008827209473,75.5597305297852
"399","SLK37_2020_2160",2020,2020-07-25,206,2019-10-13,285,96,2020-04-06,176,2020-04-22,108.6850248,39.59713901,28.50249863,112,-16,110,1.88,6.1225,7.39722728729248,5.14462232589722,47.7909393310547
"400","THU4_2020_2161",2020,2020-05-14,134,2019-09-29,271,93,2020-04-03,187,2020-03-27,115.5578415,45.18404985,19.03000069,86,7,41,-0.1,4.09,35.3394088745117,54.2513694763184,52.4533805847168
"401","RED12_2020_2194",2020,2020-06-18,169,2019-09-28,270,112,2020-04-22,207,2020-04-22,86.29681186,33.89845487,18.54000092,112,0,57,1.95,4.98,43.8130416870117,45.8113784790039,61.7500839233398
"402","NIP47_2020_2196",2020,2020-08-11,223,2019-10-08,280,106,2020-04-16,191,2020-04-23,181.9701292,75.7443029,82.58999634,113,-7,117,2.06,5.942,39.3064880371094,39.7669334411621,98.8893890380859
"403","SLK26_2020_2197",2020,2020-07-20,201,2019-10-08,280,132,2020-05-12,217,2020-04-23,102.9209066,39.43933254,32.80500031,113,19,69,4.25,5.39333333333333,35.4910430908203,28.600399017334,70.0898399353027
"404","RED8_2020_2198",2020,2020-06-17,168,2019-10-25,297,112,2020-04-22,180,2020-04-22,78.17636232,25.40247401,13.36999989,112,0,56,2.35,4.88666666666667,96.813720703125,72.0097045898438,96.626220703125
"405","RED24_2020_2199",2020,2020-07-04,185,2019-09-28,270,112,2020-04-22,207,2020-04-22,80.54021714,25.64662562,11.59000015,112,0,73,2.92,5.4075,90.2193908691406,72.6053466796875,93.502815246582
"406","SLK36_2020_2200",2020,2020-07-26,207,2019-10-07,279,107,2020-04-17,193,2020-04-22,98.05473132,34.90271868,26.80999947,112,-5,100,3.1,5.72,76.7074203491211,59.5862426757812,106.717277526855
"407","SLK25_2020_2201",2020,2020-07-20,201,2019-10-08,280,131,2020-05-11,216,2020-04-23,99.03777636,38.1104815,30.03499985,113,18,70,4.41,5.32,34.9733810424805,33.128288269043,69.4448776245117
"408","NIP30_2020_2202",2020,2020-07-10,191,2019-10-07,279,106,2020-04-16,192,2020-04-23,156.3793775,63.05323761,63.30500031,113,-7,85,2.83,5.6825,43.2859878540039,37.4181785583496,108.017944335938
"409","NIP46_2020_2203",2020,2020-08-09,221,2019-10-04,276,106,2020-04-16,195,2020-04-23,171.0681982,69.87281623,71.65000153,113,-7,115,2.06,5.956,35.9673461914062,31.4905681610107,93.7930068969727
"410","RED29_2020_2204",2020,2020-07-10,191,2019-10-09,281,113,2020-04-23,197,2020-04-22,81.58628626,27.3751154,12.92000008,112,1,78,1.66,5.4925,55.1462440490723,48.8006896972656,81.6800842285156
"411","SLK3_2020_2205",2020,2020-06-17,168,2019-10-03,275,112,2020-04-22,202,2020-04-22,62.49551541,23.91501762,19.31999969,112,0,56,3.07,4.58666666666667,88.3063278198242,80.5069580078125,93.7294998168945
"412","NIP51_2020_2206",2020,2020-08-09,221,2019-09-16,258,113,2020-04-23,220,2020-04-23,141.8170382,55.67750446,56.65000153,113,0,108,3.08,5.538,77.533447265625,68.2038269042969,91.8259048461914
"413","NIP26_2020_2207",2020,2020-07-10,191,2019-10-16,288,132,2020-05-12,209,2020-04-23,91.12476153,37.02383325,35.52833557,113,19,59,4.32,5.58333333333333,42.417839050293,35.418628692627,85.8697814941406
"414","NIP45_2020_2208",2020,2020-08-11,223,2019-10-13,285,110,2020-04-20,190,2020-04-23,141.1358495,56.41402562,50.20500183,113,-3,113,2.08,5.968,68.6441040039062,55.6210708618164,101.888206481934
"415","RED49_2020_2210",2020,2020-08-12,224,2019-10-13,285,94,2020-04-04,174,2020-04-05,39.02423835,13.12634547,3.944999933,95,-1,130,0.64,6.428,70.2605361938477,61.0684509277344,72.5993232727051
"416","CHA3_2020_2213",2020,2020-07-03,184,2019-09-24,266,73,2020-03-14,172,2020-03-27,166.1363249,64.6836894,59.59000015,86,-13,111,2.87,5.624,86.1366195678711,66.4632949829102,102.167388916016
"417","SLK48_2020_2214",2020,2020-08-09,221,2019-09-27,269,131,2020-05-11,227,2020-04-22,102.3836782,37.76394129,28.13916588,112,19,90,4.74,5.6225,38.2516098022461,35.381893157959,76.4645080566406
"418","RED9_2020_2216",2020,2020-06-17,168,2019-10-02,274,112,2020-04-22,203,2020-04-06,93.78355123,36.07908388,15.68000031,96,16,56,1.71,5.08,67.4266052246094,50.4925384521484,86.8315963745117
"419","SLK47_2020_2217",2020,2020-08-09,221,2019-10-07,279,132,2020-05-12,218,2020-04-22,111.1976599,39.89633563,33.40000153,112,20,89,4.39,5.5925,22.3299522399902,24.1893863677979,64.851806640625
"420","RED30_2020_2218",2020,2020-06-08,159,2019-10-18,290,112,2020-04-22,187,2020-04-22,81.82324176,26.77397314,12.74200058,112,0,47,2.11,4.76,56.8415870666504,50.0501670837402,81.9860916137695
"421","RED22_2020_2195",2020,2020-07-08,189,2019-10-04,276,112,2020-04-22,201,2020-04-22,95.57345945,33.25345667,15.3039999,112,0,77,1.58,5.3525,48.0406303405762,47.5786590576172,71.1374778747559
"422","RED18_2020_2209",2020,2020-07-06,187,2019-10-17,289,115,2020-04-25,191,2020-04-22,98.90731602,35.24661329,19.85000038,112,3,72,2.96,5.135,44.9688606262207,44.5125885009766,85.3978424072266
"423","NIP40_2020_2211",2020,2020-08-07,219,2019-09-27,269,133,2020-05-13,229,2020-04-22,161.0671303,67.32644448,51.11000061,112,21,86,-2.52,7.7225,95.4878997802734,69.8441925048828,78.0144500732422
"424","COC11_2020_2212",2020,2020-08-07,219,2019-10-18,290,130,2020-05-10,205,2020-04-23,89.93257228,35.69513216,29.78000069,113,17,89,3.96,5.29,40.0169677734375,32.4366035461426,70.7317047119141
"425","COC12_2020_2215",2020,2020-07-24,205,2019-09-08,250,131,2020-05-11,246,2020-04-23,82.93277971,32.96486346,28.25,113,18,74,3.55,5.19666666666667,29.2990970611572,27.5490341186523,71.5302085876465
"426","NOR68_2018_2028",2018,2018-07-10,190,2017-11-04,307,120,2018-05-01,178,2018-04-15,150.9242255,56.57062765,36.40999985,104,16,70,-2.42,8.43,91.696907043457,68.2015991210938,79.2710952758789
"427","RED110_2018_2030",2018,2018-07-19,199,2017-09-28,270,117,2018-04-28,212,2018-12-31,88.51959884,32.0831612,28.5354538,364,-247,82,-0.78,6.2625,100.787895202637,66.7441253662109,101.844329833984
"428","PEM7_2018_2038",2018,2018-07-19,199,2017-09-08,250,118,2018-04-29,233,2018-04-15,124.2709827,44.34005536,21.46999931,104,14,81,-1.53,8.0525,114.509132385254,60.3917007446289,86.8256072998047
"429","NOR56_2018_2044",2018,2018-07-06,186,2017-11-21,324,124,2018-05-05,165,2018-04-15,148.1112558,56.37864401,49.51600266,104,20,62,-1.87,8.27666666666667,94.2835693359375,61.9398765563965,77.4760208129883
"430","TIM6_2018_2045",2018,2018-06-28,178,2017-09-30,272,127,2018-05-08,220,2018-04-19,174.9454624,74.5893984,72.65999603,108,19,51,-1.34,8.005,94.5479202270508,59.9374542236328,115.196746826172
"431","NIP5_2018_2048",2018,2018-05-25,144,2017-09-04,246,131,2018-05-12,250,2018-05-02,92.32480392,43.42555854,49.20000076,121,10,13,1.54,4.63,57.7257690429688,41.6745567321777,99.6865692138672
"432","NOR62_2018_2053",2018,2018-07-09,189,2017-11-11,314,120,2018-05-01,171,2018-04-15,154.1352092,55.92806345,42.20000076,104,16,69,-2.01,8.09,91.5973587036133,60.7245597839355,82.3572387695312
"433","KEN71_2018_2063",2018,2018-07-17,197,2017-10-16,288,108,2018-04-19,185,2018-03-03,46.02048291,16.60209386,8.229999542,61,47,89,-2.59,6.9025,57.4388809204102,54.476692199707,67.7192726135254
"434","NIP10_2018_2066",2018,2018-06-14,164,2017-09-07,249,133,2018-05-14,249,2018-04-20,113.6664916,57.5048,69.48999786,109,24,31,2.02,6.295,75.8935623168945,66.6889953613281,87.7287292480469
"435","PAR33_2018_2071",2018,2018-07-20,200,2017-11-01,304,107,2018-04-18,168,2018-03-30,72.93238473,24.84104996,7.429999828,88,19,93,0.37,6.185,23.1895904541016,26.547327041626,50.7632331848145
"436","SLK117_2018_2117",2018,2018-07-13,193,2017-09-30,272,124,2018-05-05,217,2018-12-31,101.3326678,46.53471026,51.08000183,364,-240,69,1.25,7.65,87.36865234375,59.5061225891113,104.134803771973
"437","NOR69_2018_2119",2018,2018-07-06,186,2017-11-18,321,127,2018-05-08,171,2018-04-15,141.0428956,52.39681591,43.49142838,104,23,59,-1.68,8.24,89.4470443725586,64.95361328125,81.4529190063477
"438","NOR25_2018_2121",2018,2018-07-01,181,2017-09-28,270,110,2018-04-21,205,2018-04-15,141.9440153,50.20150106,36.86999893,104,6,71,-0.35,6.8875,101.172622680664,70.0196151733398,81.6299591064453
"439","SUD83_2018_2125",2018,2018-07-01,181,2017-11-11,314,118,2018-04-29,169,2018-04-15,158.5026016,53.56597328,42.00999832,104,14,63,-0.23,6.73,76.3165435791016,56.6807670593262,81.0522613525391
"440","SLK49_2018_2128",2018,2018-07-08,188,2017-09-08,250,131,2018-05-12,246,2018-12-31,84.54708242,34.40042265,36.68999863,364,-233,57,2.27,6.37,58.5739898681641,47.9841918945312,102.52220916748
"441","NOR42_2018_2129",2018,2018-07-01,181,2017-11-11,314,110,2018-04-21,161,2018-04-15,148.6143421,53.46464372,41.25,104,6,71,-0.21,6.78,108.750595092773,67.5504837036133,82.7382965087891
"442","KEN77_2018_2140",2018,2018-07-20,200,2017-09-25,267,114,2018-04-25,212,2018-03-03,43.62308059,17.22303736,11.46000004,61,53,86,-2.68,6.6875,82.8329010009766,64.1220855712891,76.4061889648438
"443","COC8_2018_2145",2018,2018-07-16,196,2017-11-15,318,133,2018-05-14,180,2018-04-22,193.2856663,84.86469211,84.62110901,111,22,63,-2.5,8.06333333333333,28.0782375335693,17.6377220153809,69.0851516723633
"444","RED60_2018_2150",2018,2018-06-29,179,2017-09-19,261,110,2018-04-21,214,2018-12-31,53.68365273,23.48171762,22.44000053,364,-254,69,-0.65,5.61333333333333,66.8096923828125,49.5688095092773,93.5430908203125
"445","NIP24_2018_2151",2018,2018-06-27,177,2017-11-09,312,131,2018-05-12,184,2018-04-19,100.6175027,49.62199423,57.26333237,108,23,46,0.96,5.535,36.290641784668,26.0544986724854,84.0679702758789
"446","TIM12_2018_2153",2018,2018-07-13,193,2017-11-15,318,124,2018-05-05,171,2018-04-16,156.6484228,64.59738866,60.81999969,105,19,69,-2.83,8.51666666666667,77.3908843994141,63.1897087097168,91.9542236328125
"447","RED115_2018_2156",2018,2018-07-16,196,2017-11-11,314,124,2018-05-05,175,2018-12-31,83.72801791,23.31904687,18.54000092,364,-240,72,-2.35,7.13,19.0821704864502,15.975887298584,45.4014549255371
"448","NOR72_2018_2035",2018,2018-07-10,190,2017-11-04,307,124,2018-05-05,182,2018-04-15,149.6513307,57.9575385,51.22349105,104,20,66,-1.16,8.10333333333333,91.8519515991211,66.2361907958984,84.0250244140625
"449","NIP29_2018_2055",2018,2018-07-11,191,2017-10-09,281,128,2018-05-09,212,2018-04-20,89.44686141,43.85693827,50.90000153,109,19,63,2.45,6.15,45.788932800293,38.8372001647949,82.733772277832
"450","COC14_2018_2126",2018,2018-07-20,200,2017-11-01,304,132,2018-05-13,193,2018-04-22,178.6584076,82.47686777,78.87999725,111,21,68,-1.71,7.63666666666667,72.6540451049805,52.4591598510742,109.256500244141
"451","RED38_2018_2029",2018,2018-06-19,169,2017-10-11,283,114,2018-04-25,196,2018-03-24,20.37625874,6.08341315,6.210000038,82,32,55,0.73,5.11333333333333,62.0818939208984,53.8977470397949,93.0598678588867
"452","NIP13_2018_2031",2018,2018-06-21,171,2017-11-02,305,130,2018-05-11,190,2018-04-21,109.0671525,54.32594186,66.86000061,110,20,41,1.51,5.86,43.5736351013184,41.8764686584473,90.3477630615234
"453","RED30_2018_2032",2018,2018-05-23,142,2017-10-14,286,110,2018-04-21,189,2018-05-03,56.37070666,26.5275958,29.29999924,122,-12,32,-1.14,5.105,55.5068473815918,49.7038497924805,71.5544204711914
"454","RED108_2018_2033",2018,2018-07-15,195,2017-11-20,323,108,2018-04-19,150,2018-12-31,50.78474817,16.49017522,15.30300045,364,-256,87,-2.67,6.7725,49.0237236022949,54.440788269043,62.1509857177734
"455","NIP37_2018_2034",2018,2018-07-16,196,2017-11-11,314,120,2018-05-01,171,2018-04-19,97.6165138,48.47334165,55.34999847,108,12,76,2.21,6.66333333333333,47.934196472168,45.5477256774902,106.631614685059
"456","THU52_2018_2036",2018,2018-08-13,224,2017-10-14,286,120,2018-05-01,199,2018-12-31,117.7281122,47.41193864,48.39500046,364,-244,104,0.15,7.7925,61.7288017272949,46.3140525817871,97.4786834716797
"457","NIP40_2018_2037",2018,2018-07-17,197,2017-09-08,250,127,2018-05-08,242,2018-04-20,103.6664046,52.40632369,65.05999756,109,18,70,2.2,6.55666666666667,88.6636047363281,74.1066741943359,97.6856842041016
"458","FOR24_2018_2039",2018,2018-08-24,235,2017-11-11,314,109,2018-04-20,160,2018-04-17,109.6200663,44.21380874,38.5,106,3,126,-2.2,7.224,74.3535690307617,61.4337577819824,67.3571891784668
"459","RED82_2018_2040",2018,2018-07-17,197,2017-10-10,282,108,2018-04-19,191,2018-08-21,34.48023925,14.80828206,16.44000053,232,-124,89,-2.7,6.755,55.8749351501465,53.0765838623047,62.5349349975586
"460","COC20_2018_2041",2018,2018-07-20,200,2017-10-30,302,120,2018-05-01,183,2018-04-22,167.6153126,70.70546596,62.72000122,111,9,80,-1,7.52,66.4005813598633,61.2445678710938,109.123085021973
"461","HEA12_2018_2042",2018,2018-07-16,196,2017-10-30,302,115,2018-04-26,178,2018-04-22,175.5618465,76.31017342,68.94000244,111,4,81,-0.03,6.6,99.6978530883789,71.0060424804688,119.082130432129
"462","SLK44_2018_2043",2018,2018-07-12,192,2017-10-11,283,120,2018-05-01,202,2018-04-19,97.77950909,48.50845321,54.11999893,108,12,72,2.32,6.70333333333333,78.1493530273438,61.7918472290039,99.0053939819336
"463","SLK51_2018_2046",2018,2018-07-08,188,2017-10-20,292,124,2018-05-05,197,2018-12-31,80.67036113,28.32218224,30.38999939,364,-240,64,1.98,6.38333333333333,67.5149612426758,56.7599258422852,104.237487792969
"464","SLK48_2018_2047",2018,2018-07-12,192,2017-10-04,276,118,2018-04-29,207,2018-12-31,81.42810586,35.25001076,37.45000076,364,-246,74,2.55,5.7175,42.4661598205566,33.5933990478516,71.4157867431641
"465","RED80_2018_2049",2018,2018-07-19,199,2017-10-10,282,108,2018-04-19,191,2018-12-31,43.99800532,16.06289571,16.52000046,364,-256,91,-2.67,6.7175,48.2146835327148,40.3604927062988,75.9141616821289
"466","NIP32_2018_2050",2018,2018-07-11,191,2017-10-14,286,120,2018-05-01,199,2018-05-02,82.86717165,38.8730326,46.27000046,121,-1,71,2.38,5.79666666666667,35.1726150512695,28.0413951873779,70.880744934082
"467","THU36_2018_2051",2018,2018-07-29,209,2017-11-02,305,118,2018-04-29,178,2018-12-31,113.0737549,47.80833544,50.47000122,364,-246,91,0.97,6.7675,60.0322113037109,43.713264465332,93.5825042724609
"468","RED170_2018_2052",2018,2018-05-25,144,2017-11-09,312,110,2018-04-21,163,2018-09-10,53.49538918,24.29469898,24.83606748,252,-142,34,-1.16,5.14,40.2603187561035,41.1102523803711,64.176025390625
"469","SLK19_2018_2054",2018,2018-06-19,169,2017-11-09,312,114,2018-04-25,167,2018-03-30,23.09004076,9.190376318,7.980000019,88,26,55,1.32,4.69666666666667,31.7342281341553,29.1767768859863,73.94384765625
"470","SLK23_2018_2056",2018,2018-06-19,169,2017-10-20,292,114,2018-04-25,187,2018-12-31,50.83639951,12.95838969,10.28999996,364,-250,55,1.39,4.92333333333333,42.9267539978027,40.0890846252441,92.440673828125
"471","NIP27_2018_2057",2018,2018-06-27,177,2017-11-04,307,127,2018-05-08,185,2018-04-19,98.88348157,49.24639846,55.59999847,108,19,50,1.37,6.02,65.6046829223633,51.9995079040527,99.2913208007812
"472","SLK37_2018_2058",2018,2018-06-28,178,2017-09-26,268,131,2018-05-12,228,2018-12-31,39.11309146,11.53196437,9,364,-233,47,0.72,5.285,45.3587265014648,46.1791343688965,72.295539855957
"473","NIP31_2018_2059",2018,2018-07-10,190,2017-10-10,282,128,2018-05-09,211,2018-04-20,109.469276,55.30676296,67.17799377,109,19,62,1.92,6.87333333333333,74.2934188842773,61.3211059570312,101.764213562012
"474","RED86_2018_2060",2018,2018-07-19,199,2017-10-28,300,108,2018-04-19,173,2018-12-31,39.55619608,16.51543258,18.76000023,364,-256,91,-2.56,6.6575,70.9684982299805,61.3910255432129,77.2391891479492
"475","RED103_2018_2061",2018,2018-07-15,195,2017-11-09,312,111,2018-04-22,164,2018-12-31,47.0710059,16.95136779,16.35000038,364,-253,84,-2.68,6.6875,39.5433959960938,45.0953063964844,58.8752250671387
"476","SLK57_2018_2062",2018,2018-07-11,191,2017-09-29,271,128,2018-05-09,222,2018-04-19,81.85529626,40.27537801,43.88892516,108,20,63,2.63,6.15,69.8062210083008,55.3530921936035,96.6381912231445
"477","RED97_2018_2064",2018,2018-07-20,200,2017-10-10,282,111,2018-04-22,194,2018-12-31,44.01394367,15.99153245,16.29999924,364,-253,89,-2.69,6.7425,54.2345581054688,45.4635238647461,74.4893646240234
"478","SLK68_2018_2065",2018,2018-07-16,196,2017-09-19,261,116,2018-04-27,220,2018-12-31,94.62496701,44.48589557,49.25999832,364,-248,80,2.5,5.9375,94.0674285888672,79.302848815918,96.3218765258789
"479","SLK53_2018_2067",2018,2018-07-08,188,2017-09-07,249,133,2018-05-14,249,2018-04-19,77.95186422,38.79240537,42.29000092,108,25,55,2.71,6.07666666666667,70.3694458007812,52.3701095581055,95.649772644043
"480","SLK18_2018_2068",2018,2018-06-26,176,2017-10-11,283,114,2018-04-25,196,2018-12-31,54.67468786,18.25602495,20.45000076,364,-250,62,1.52,4.35333333333333,31.878059387207,26.1004085540771,72.6168060302734
"481","NOR46_2018_2069",2018,2018-07-02,182,2017-11-01,304,110,2018-04-21,171,2018-04-15,130.8970184,48.98490752,45.88749695,104,6,72,0.06,7,95.5376663208008,70.921501159668,79.516227722168
"482","RED67_2018_2070",2018,2018-07-13,193,2017-09-15,257,110,2018-04-21,218,2018-03-24,54.12655912,23.98302194,24.37000084,82,28,83,-0.61,5.7125,60.7736625671387,51.0845909118652,75.1329040527344
"483","NIP30_2018_2115",2018,2018-07-10,190,2017-10-08,280,123,2018-05-04,208,2018-04-29,89.56217446,43.57142503,52.69968703,118,5,67,2.39,6.07,52.4741172790527,43.3592262268066,86.1883010864258
"484","RED96_2018_2116",2018,2018-07-19,199,2017-10-14,286,111,2018-04-22,190,2018-12-31,40.22815896,15.82644753,16.28000069,364,-253,88,-2.76,6.7775,52.4484252929688,50.0720252990723,66.7195167541504
"485","SLK56_2018_2118",2018,2018-07-12,192,2017-10-14,286,129,2018-05-10,208,2018-12-31,61.50199538,14.78516965,14.46000004,364,-235,63,1.52,6.39666666666667,74.2926864624023,62.5440063476562,99.8922653198242
"486","NIP53_2018_2122",2018,2018-07-22,202,2017-11-09,312,130,2018-05-11,183,2018-04-19,96.83891502,47.91571336,53.50999832,108,22,72,2.25,6.63333333333333,74.68994140625,62.0440940856934,97.4951858520508
"487","SLK67_2018_2123",2018,2018-07-15,195,2017-11-04,307,116,2018-04-27,174,2018-12-31,92.20608569,43.33667084,47.63999939,364,-248,79,2.43,5.95,80.1083679199219,65.7259216308594,102.447364807129
"488","RED55_2018_2124",2018,2018-06-29,179,2017-09-19,261,115,2018-04-26,219,2018-03-26,27.88016306,10.87266202,11.67595816,84,31,64,0.08,5.21,51.4080429077148,47.8015174865723,72.3972625732422
"489","RED81_2018_2127",2018,2018-07-17,197,2017-10-10,282,108,2018-04-19,191,2018-07-04,37.03363122,15.35571012,16.41636703,184,-76,89,-2.66,6.755,57.0686302185059,51.7738990783691,65.9591445922852
"490","RED57_2018_2130",2018,2018-06-21,171,2017-09-26,268,115,2018-04-26,212,2018-03-24,25.1005829,6.980315635,2.670000076,82,33,56,0.08,5.22666666666667,31.4413757324219,27.7988891601562,56.2291641235352
"491","NIP45_2018_2132",2018,2018-07-20,200,2017-10-09,281,117,2018-04-28,201,2018-05-02,76.289396,35.53140222,42.25999832,121,-4,83,2.67,4.995,31.8206653594971,22.5981464385986,65.9031028747559
"492","SLK162_2018_2133",2018,2018-09-07,249,2017-10-09,281,114,2018-04-25,198,2018-12-31,84.47945707,37.8793768,43.22777939,364,-250,135,0.98,6.36833333333333,80.4687957763672,52.8770904541016,103.219169616699
"493","NOR61_2018_2134",2018,2018-07-10,190,2017-11-21,324,110,2018-04-21,151,2018-04-15,134.2086289,49.01549076,43.53000259,104,6,80,-0.08,7.045,99.9685745239258,72.8484420776367,91.2959136962891
"494","SLK113_2018_2135",2018,2018-08-11,222,2017-09-02,244,131,2018-05-12,252,2018-12-31,72.1364005,23.48710975,22.17583275,364,-233,91,-3.81,7.5375,65.3805541992188,58.9789276123047,65.6306304931641
"495","NOR19_2018_2136",2018,2018-07-09,189,2017-11-09,312,124,2018-05-05,177,2018-04-15,145.1327026,54.37077904,49.29000092,104,20,65,-1.07,8.07666666666667,97.8806686401367,70.1328430175781,85.0468597412109
"496","PEM6_2018_2137",2018,2018-07-21,201,2017-11-11,314,125,2018-05-06,176,2018-04-15,146.4215699,54.46423239,27.07625008,104,21,76,-4.68,9.51666666666667,106.057754516602,60.5080337524414,85.2697601318359
