"","Fire_ID","TmaxDay"
"437","COC13_2015_1977",25.4155599467751
"438","RED11_2015_1986",24.4984234470432
"439","RED7_2015_1998",15.3618879562581
"440","RED59_2015_1962",23.0456974586281
"441","SLK55_2015_1963",24.4135321478286
"442","NIP20_2015_1965",23.5992408704154
"443","SLK19_2015_1967",22.9507175987448
"444","NIP31_2015_1972",17.9413589208226
"445","NIP32_2015_1973",18.2771296531923
"446","SLK23_2015_1974",25.9510375508722
"447","SLK30_2015_1975",19.2074812297793
"448","NIP24_2015_1976",24.4699181397611
"449","NIP23_2015_1979",25.4902690080496
"450","SLK67_2015_1982",17.6281534962634
"451","NIP19_2015_1984",20.2831526170242
"452","SLK36_2015_1985",25.6193359935053
"453","SLK62_2015_1988",16.9872650146484
"454","NIP30_2015_1990",25.343104436498
"455","NIP17_2015_1991",25.3282086479651
"456","NIP38_2015_1995",26.5754649361899
"457","KEN28_2015_1959",26.9108440921123
"458","RED24_2015_1966",26.6995706455682
"459","RED44_2015_1968",21.7554854555066
"460","KEN5_2015_1971",21.9277097715206
"461","RED25_2015_1983",25.1150727620168
"462","RED46_2015_1996",23.5345502531084
"463","RED50_2015_1999",29.654541128067
"464","SLK53_2015_1969",18.700325074067
"465","SLK32_2015_1980",26.7103513960593
"466","SLK21_2015_1981",27.1622982715684
"467","RED58_2015_1987",19.7364503071632
"468","SLK41_2015_1989",16.5491358341503
"469","SLK28_2015_1992",26.3470373506899
"470","RED17_2015_1993",18.3264543838226
"471","RED16_2015_1994",18.3569993949625
"472","SLK57_2015_1997",26.4650336643106
"473","RED3_2016_2005",19.2449944819596
"474","SLK29_2016_2007",21.8207920513524
"475","KEN18_2016_2014",22.0460421641928
"476","NOR32_2016_2002",29.1615984842657
"477","SUD35_2016_2006",27.8536909421285
"478","WAW7_2016_2010",23.5072359261454
"479","APK20_2016_2015",31.4138321219804
"480","SLK23_2016_2000",31.9045309722424
"481","THU19_2016_2001",23.9208447187375
"482","NIP12_2016_2003",25.9442792412631
"483","HEA4_2016_2004",28.4377730546889
"484","HEA5_2016_2011",19.2168791111785
"485","SLK6_2016_2012",28.2001709471358
"486","NIP15_2016_2013",24.4016369892287
"487","SLK30_2016_2016",22.1570529200605
"488","NIP23_2016_2022",26.0242437565247
"489","RED23_2017_1941",29.6079272087368
"490","NIP105_2017_2112",23.6596207773642
"491","RED54_2017_2113",26.2723388807519
"492","SLK237_2017_1939",18.4066343857692
"493","SLK42_2017_1949",29.7105741065266
"494","SLK36_2017_1950",26.1141513352369
"495","SLK102_2017_1956",25.2392021697814
"496","SLK115_2017_2023",25.9899997711182
"497","SLK200_2017_2026",18.5369026078385
"498","SLK175_2017_2072",22.2400871488336
"499","THU58_2017_2073",26.5999806463013
"500","SLK43_2017_2075",27.5745969952635
"501","SLK82_2017_2076",23.8181391871253
"502","SLK23_2017_2077",29.8370879133604
"503","SLK122_2017_2081",22.7039198659772
"504","SLK157_2017_2082",24.2929542235684
"505","SLK44_2017_2083",30.5602788019447
"506","THU59_2017_2085",19.2721570953473
"507","THU61_2017_2087",23.3703222497862
"508","SLK26_2017_2089",24.8632253023964
"509","THU31_2017_2093",18.7120077823182
"510","SLK63_2017_2096",20.9096523491112
"511","SLK162_2017_2100",22.6711849375359
"512","SLK68_2017_2101",23.5905880716656
"513","SLK38_2017_2105",25.7387370590158
"514","SLK33_2017_2106",26.5954066367537
"515","SLK17_2017_2107",29.9181113507647
"516","SLK52_2017_2110",24.9731929159512
"517","NIP12_2017_1952",25.1529505057413
"518","NIP75_2017_1954",21.8416591411756
"519","NIP99_2017_2094",23.0560194959654
"520","RED34_2017_2025",24.9464728043594
"521","RED69_2017_2092",22.1653447252808
"522","RED56_2017_2098",29.1881364238127
"523","RED103_2017_2102",21.8698482678924
"524","NIP78_2017_1942",26.0858235864078
"525","NIP37_2017_1945",25.8895786130552
"526","NIP40_2017_1953",31.0917768429984
"527","NIP46_2017_1955",24.6467426632523
"528","NIP64_2017_1957",24.9998743802563
"529","NIP54_2017_2027",23.2318828570378
"530","SLK96_2017_2074",19.8020066197483
"531","NIP29_2017_2078",15.9111812101769
"532","NIP77_2017_2079",25.7101691276364
"533","NIP9_2017_2090",23.4084397443607
"534","NIP39_2017_2091",20.4061479073984
"535","NIP98_2017_2097",25.0540803764919
"536","NIP65_2017_2103",25.0227240402485
"537","NIP11_2017_2104",28.3462279445336
"538","NIP38_2017_2111",31.3654507869432
"539","NIP95_2017_2114",25.6418176130815
"540","SLK45_2017_1940",27.2348034198468
"541","SLK8_2017_1947",26.6799088536085
"542","SLK32_2017_1948",29.8263035040251
"543","SLK129_2017_1951",24.7281813188033
"544","SLK64_2017_2086",21.8907489497657
"545","RED87_2017_2088",26.5129283356016
"546","SLK7_2017_2099",17.6198390222365
"547","SLK187_2017_1946",23.0756710102032
"548","NIP32_2017_2024",30.7506306450646
"549","NIP68_2017_2080",25.3022222435081
"550","NIP73_2017_2084",31.159648080567
"551","SLK103_2017_2095",26.1299991607666
"552","NIP13_2018_2031",18.1948689622023
"553","RED30_2018_2032",23.2815786367827
"554","FOR24_2018_2039",27.7192849750184
"555","RED82_2018_2040",18.3564789626752
"556","RED170_2018_2052",28.3232771473181
"557","SLK19_2018_2054",24.808313779213
"558","KEN71_2018_2063",19.7233413977432
"559","PAR33_2018_2071",24.6313341536198
"560","NIP30_2018_2115",20.9746357697243
"561","RED55_2018_2124",26.3968826880858
"562","RED81_2018_2127",18.3734281352187
"563","RED78_2018_2138",24.1459522033539
"564","KEN77_2018_2140",29.3362934377663
"565","RED76_2018_2147",30.5359023059304
"566","RED70_2018_2149",31.2367548413751
"567","TIM12_2018_2153",27.8023566152193
"568","RED109_2018_2155",30.0965618267655
"569","RED110_2018_2030",30.3827672132424
"570","RED108_2018_2033",32.4853954177966
"571","THU52_2018_2036",31.5284968610965
"572","SLK51_2018_2046",31.1198541831315
"573","SLK48_2018_2047",27.5939037766156
"574","RED80_2018_2049",30.6157409230028
"575","THU36_2018_2051",25.994925534415
"576","SLK23_2018_2056",24.6808193715413
"577","SLK37_2018_2058",26.0764998435974
"578","RED86_2018_2060",30.6706558205685
"579","RED103_2018_2061",32.8140127593246
"580","RED97_2018_2064",28.9236156571282
"581","SLK68_2018_2065",25.3852240029518
"582","SLK18_2018_2068",27.9148975068536
"583","RED96_2018_2116",30.5753848520964
"584","SLK117_2018_2117",26.4538673888333
"585","SLK56_2018_2118",27.2567852926177
"586","SLK67_2018_2123",30.8089186702062
"587","SLK49_2018_2128",31.0274430833509
"588","SLK162_2018_2133",19.9670051006561
"589","SLK113_2018_2135",29.9392567153805
"590","SLK26_2018_2142",27.9656181377392
"591","SLK55_2018_2143",31.2348668646575
"592","SLK22_2018_2144",23.8117567068472
"593","RED60_2018_2150",27.6846419227001
"594","SLK27_2018_2154",26.3697779672056
"595","RED115_2018_2156",23.7237049819249
"596","NIP40_2018_2037",17.3330936399989
"597","NIP29_2018_2055",25.9164056125572
"598","NIP31_2018_2059",22.3280941476958
"599","NIP10_2018_2066",18.5275795786004
"600","NIP20_2018_2146",27.4815108346028
"601","NIP16_2018_2157",28.8159578469461
"602","NOR68_2018_2028",26.2076303821685
"603","NOR72_2018_2035",24.1019020920724
"604","PEM7_2018_2038",23.9497730039201
"605","NOR56_2018_2044",32.7286328581918
"606","NOR62_2018_2053",29.1221911801838
"607","NOR46_2018_2069",31.9905056192717
"608","NOR69_2018_2119",32.608430268108
"609","NOR25_2018_2121",26.7272945622929
"610","SUD83_2018_2125",26.6420646543088
"611","NOR42_2018_2129",27.1704505370544
"612","NOR61_2018_2134",24.6589823404948
"613","NOR19_2018_2136",29.6017111774103
"614","PEM6_2018_2137",30.0466968751626
"615","NOR55_2018_2141",32.5972955506892
