"","tri","Fire_ID"
"325",21.8016948699951,"RED184_2006_1678"
"326",19.8260135650635,"RED186_2006_1677"
"327",20.7894420623779,"RED188_2006_1676"
"328",5.03255367279053,"RED192_2006_1680"
"329",23.5916404724121,"RED193_2006_1682"
"330",19.3039894104004,"RED21_2002_170"
"331",10.828049659729,"RED22_2011_1797"
"332",23.1876010894775,"RED22_2020_2195"
"333",17.7247409820557,"RED23_2002_168"
"334",9.33475303649902,"RED23_2011_1795"
"335",18.364315032959,"RED23_2017_1941"
"336",18.1757144927979,"RED23_2019_2164"
"337",18.5616302490234,"RED24_2011_1796"
"338",14.0229387283325,"RED24_2013_1892"
"339",8.76921367645264,"RED24_2015_1966"
"340",16.740571975708,"RED24_2019_2186"
"341",10.4470634460449,"RED24_2020_2199"
"342",12.7918109893799,"RED25_2010_1756"
"343",18.8993129730225,"RED25_2015_1983"
"344",20.5100574493408,"RED25_2019_2181"
"345",22.0698890686035,"RED26_2010_1755"
"346",22.2396945953369,"RED26_2011_1806"
"347",25.2872943878174,"RED27_2002_191"
"348",39.6388511657715,"RED27_2011_1701"
"349",5.21721744537354,"RED28_2012_1849"
"350",25.0454483032227,"RED29_2011_1809"
"351",16.9096260070801,"RED29_2014_2017"
"352",20.153995513916,"RED29_2020_2204"
"353",14.098105430603,"RED3_2016_2005"
"354",16.5804977416992,"RED30_2018_2032"
"355",3.93920660018921,"RED30_2019_2182"
"356",8.00065517425537,"RED30_2020_2218"
"357",16.46923828125,"RED31_2013_1862"
"358",19.7131252288818,"RED32_2010_1751"
"359",17.9460716247559,"RED32_2011_1789"
"360",10.4278631210327,"RED32_2013_1865"
"361",20.2527637481689,"RED34_2002_190"
"362",15.11496925354,"RED34_2012_1925"
"363",10.3422727584839,"RED34_2017_2025"
"364",8.01856994628906,"RED35_2011_1721"
"365",17.746072769165,"RED36_2011_1671"
"366",2.07575273513794,"RED37_2002_187"
"367",7.34878540039062,"RED38_2002_186"
"368",10.2630882263184,"RED38_2012_1913"
"369",21.0347194671631,"RED38_2018_2029"
"370",27.7846717834473,"RED38_2019_2171"
"371",22.2349662780762,"RED39_2002_90"
"372",9.37133979797363,"RED39_2012_1901"
"373",23.5570888519287,"RED39_2019_2172"
"374",13.8724489212036,"RED4_2014_2019"
"375",19.1179580688477,"RED40_2002_91"
"376",18.0264263153076,"RED40_2019_2177"
"377",5.39246034622192,"RED41_2002_169"
"378",13.4691009521484,"RED41_2012_1758"
"379",17.6338653564453,"RED41_2013_1888"
"380",16.868091583252,"RED44_2006_1683"
"381",22.6699256896973,"RED44_2010_1753"
"382",25.0367794036865,"RED44_2015_1968"
"383",14.8751792907715,"RED44_2019_2165"
"384",14.9689502716064,"RED45_2019_2169"
"385",14.6574745178223,"RED46_2015_1996"
"386",18.015796661377,"RED47_2002_92"
"387",5.38178253173828,"RED48_2001_72"
"388",16.5263729095459,"RED49_2012_1844"
"389",9.82585144042969,"RED49_2019_2189"
"390",13.2931680679321,"RED49_2020_2210"
"391",11.8753108978271,"RED5_2002_185"
"392",18.4096851348877,"RED50_2011_1813"
